city,city_ascii,lat,lng,country
Punārakh,Punarakh,25.493,85.8054,India
Besni,Besni,37.6942,37.8614,Turkey
Moerdijk,Moerdijk,51.65,4.6,Netherlands
Lierre,Lierre,51.1333,4.5667,Belgium
Don Benito,Don Benito,38.9545,-5.8617,Spain
Sitangkai,Sitangkai,4.6615,119.3919,Philippines
Bochil,Bochil,17.0167,-92.95,Mexico
Seika,Seika,34.7667,135.7833,Japan
New Albany,New Albany,38.309,-85.8234,United States
Maşyāf,Masyaf,35.0653,36.3422,Syria
Mol,Mol,51.1833,5.1167,Belgium
Cheltenham,Cheltenham,40.0781,-75.1382,United States
Daying,Daying,39.0786,116.1076,China
Petroşani,Petrosani,45.4122,23.3733,Romania
Patāmundai,Patamundai,20.57,86.57,India
Kizilyurt,Kizilyurt,43.2167,46.8667,Russia
Tibú,Tibu,8.65,-72.7333,Colombia
Basilisa,Basilisa,10.0654,125.5968,Philippines
Martinez,Martinez,37.9985,-122.1161,United States
Lębork,Lebork,54.55,17.75,Poland
Riviera Beach,Riviera Beach,26.7813,-80.0741,United States
Chorkŭh,Chorkuh,39.9739,70.5822,Tajikistan
Koryazhma,Koryazhma,61.3167,47.1333,Russia
Hendon,Hendon,51.5837,-0.2252,United Kingdom
Coatepec Harinas,Coatepec Harinas,18.9,-99.7167,Mexico
Musiri,Musiri,10.9333,78.45,India
Ewing,Ewing,40.265,-74.8006,United States
Mieres,Mieres,43.2508,-5.7767,Spain
Tunzi,Tunzi,35.5782,107.3699,China
Aguelmous,Aguelmous,33.15,-5.8333,Morocco
Holstebro,Holstebro,56.3572,8.6153,Denmark
Kaman,Kaman,39.3575,33.7239,Turkey
Mangai,Mangai,-4.0499,19.5333,Congo (Kinshasa)
San Enrique,San Enrique,11.0697,122.6567,Philippines
Andilamena,Andilamena,-17.0167,48.5833,Madagascar
Irbit,Irbit,57.6667,63.0667,Russia
Frankston,Frankston,-38.158,145.135,Australia
Cisterna di Latina,Cisterna di Latina,41.5908,12.8283,Italy
Varberg,Varberg,57.1167,12.2167,Sweden
Hekou,Hekou,22.5174,103.9557,China
Adelanto,Adelanto,34.5814,-117.4397,United States
Pleasant Grove,Pleasant Grove,40.3716,-111.7412,United States
Moalboal,Moalboal,9.95,123.4,Philippines
Obburdon,Obburdon,40.4278,69.3047,Tajikistan
Imbatug,Imbatug,8.3128,124.6873,Philippines
Västervik,Vastervik,57.75,16.6333,Sweden
Leavenworth,Leavenworth,39.3239,-94.924,United States
Licata,Licata,37.1083,13.9469,Italy
Muskogee,Muskogee,35.7432,-95.3567,United States
Suhl,Suhl,50.6106,10.6931,Germany
Ciudad Manuel Doblado,Ciudad Manuel Doblado,20.7303,-101.9533,Mexico
Protvino,Protvino,54.8833,37.2167,Russia
Silves,Silves,37.1869,-8.4389,Portugal
Rezh,Rezh,57.3667,61.3667,Russia
Anzhou,Anzhou,38.8663,115.8124,China
Zīra,Zira,30.97,74.99,India
Baishi Airikecun,Baishi Airikecun,40.8035,80.37,China
Kannan,Kannan,35.0889,138.9534,Japan
Kāramadai,Karamadai,11.2428,76.9617,India
Yasynuvata,Yasynuvata,48.1167,37.8333,Ukraine
Oregon City,Oregon City,45.3418,-122.5924,United States
Languyan,Languyan,5.2667,120.0833,Philippines
Manazary,Manazary,-19.05,46.8667,Madagascar
Beslan,Beslan,43.1833,44.55,Russia
La Ciotat,La Ciotat,43.1769,5.6086,France
Erding,Erding,48.2833,11.9,Germany
Pāthri,Pathri,19.25,76.45,India
Yongjing,Yongjing,23.9223,120.5356,Taiwan
Zuojiawu,Zuojiawu,39.9514,118.1511,China
Nanshuicun,Nanshuicun,22.0316,113.2358,China
José de Freitas,Jose de Freitas,-4.7558,-42.5758,Brazil
Qulsary,Qulsary,46.9833,54.0167,Kazakhstan
Mandoto,Mandoto,-19.5667,46.2833,Madagascar
Elixku,Elixku,38.6803,77.3106,China
Beni Khiar,Beni Khiar,36.4667,10.7833,Tunisia
Ariyalūr,Ariyalur,11.1333,79.0833,India
Tuensang,Tuensang,26.2716,94.8314,India
Sagnay,Sagnay,13.6039,123.5233,Philippines
Bartlesville,Bartlesville,36.7365,-95.9456,United States
Kampene,Kampene,-3.5968,26.6658,Congo (Kinshasa)
Dar Chabanne,Dar Chabanne,36.47,10.75,Tunisia
Timbó,Timbo,-26.8228,-49.2719,Brazil
Tuttlingen,Tuttlingen,47.985,8.8233,Germany
Tsubata,Tsubata,36.6692,136.7288,Japan
Magsaysay,Magsaysay,9.0167,125.1833,Philippines
Coatepeque,Coatepeque,13.9167,-89.5,El Salvador
Kyshtym,Kyshtym,55.7,60.55,Russia
Beckum,Beckum,51.755,8.0403,Germany
Lesozavodsk,Lesozavodsk,45.4667,133.4,Russia
Robertsganj,Robertsganj,24.7,83.07,India
Canaman,Canaman,13.6481,123.1711,Philippines
Autazes,Autazes,-3.5864,-59.1197,Brazil
Manucan,Manucan,8.5161,123.0917,Philippines
Partizansk,Partizansk,43.1167,133.1167,Russia
Azuqueca de Henares,Azuqueca de Henares,40.5647,-3.2681,Spain
San Luis,San Luis,13.8333,120.9333,Philippines
Monatélé,Monatele,4.2667,11.2,Cameroon
Villeta,Villeta,-25.51,-57.56,Paraguay
Colón,Colon,8.0378,-72.2519,Venezuela
Dabutou,Dabutou,36.0708,112.8744,China
Brighton,Brighton,43.1175,-77.5835,United States
Woodley,Woodley,51.453,-0.902,United Kingdom
Santa Ana,Santa Ana,7.6453,-72.2758,Venezuela
Lakshmeshwar,Lakshmeshwar,15.13,75.47,India
Saratoga Springs,Saratoga Springs,40.345,-111.9154,United States
Netishyn,Netishyn,50.33,26.64,Ukraine
Yovon,Yovon,38.3167,69.05,Tajikistan
Şuhut,Suhut,38.5311,30.5458,Turkey
San Miguel Chicaj,San Miguel Chicaj,15.1,-90.4,Guatemala
Caimito,Caimito,22.9575,-82.5964,Cuba
Xindian,Xindian,37.1341,114.8833,China
Aourir,Aourir,30.4833,-9.6333,Morocco
Uruaçu,Uruacu,-14.525,-49.1408,Brazil
Fuchūchō,Fuchucho,34.565,133.2419,Japan
Santaluz,Santaluz,-11.2558,-39.375,Brazil
Aurora,Aurora,16.9918,121.6357,Philippines
Sōma,Soma,37.7967,140.9196,Japan
Sokol,Sokol,59.4667,40.1167,Russia
Dagua,Dagua,3.6667,-76.7,Colombia
Mizunami,Mizunami,35.3618,137.2545,Japan
Numancia,Numancia,11.7042,122.3289,Philippines
Chimboy Shahri,Chimboy Shahri,42.9295,59.782,Uzbekistan
Komatsushimachō,Komatsushimacho,34.0003,134.5844,Japan
Pihānī,Pihani,27.6199,80.2034,India
Beiya,Beiya,36.464,104.4513,China
Accrington,Accrington,53.7534,-2.3638,United Kingdom
Enrile,Enrile,17.5622,121.7011,Philippines
Agogo,Agogo,6.8,-1.0833,Ghana
Sayula,Sayula,19.8836,-103.5972,Mexico
Sankaridrug,Sankaridrug,11.48,77.87,India
Pimenta Bueno,Pimenta Bueno,-11.6725,-61.1936,Brazil
Yejituo,Yejituo,39.8634,118.6645,China
Mangalia,Mangalia,43.8172,28.5828,Romania
Guilderland,Guilderland,42.708,-73.9631,United States
Cuenca,Cuenca,13.9167,121.05,Philippines
Ikongo,Ikongo,-21.8833,47.4333,Madagascar
Torres Novas,Torres Novas,39.4667,-8.5333,Portugal
Qalādizay,Qaladizay,36.1833,45.1278,Iraq
Kanada,Kanada,33.776,130.9805,Japan
Rossano,Rossano,39.5667,16.6333,Italy
Pennsauken,Pennsauken,39.9649,-75.0563,United States
Porsgrunn,Porsgrunn,59.1156,9.71,Norway
Taxisco,Taxisco,14.0716,-90.4645,Guatemala
Zhaoqiao,Zhaoqiao,37.9398,115.9499,China
Trumbull,Trumbull,41.2602,-73.2083,United States
Lajedo,Lajedo,-8.6639,-36.32,Brazil
Mek’ī,Mek'i,8.15,38.8167,Ethiopia
Yasugichō,Yasugicho,35.4283,133.2536,Japan
Jaral del Progreso,Jaral del Progreso,20.3667,-101.0667,Mexico
Wangtuan,Wangtuan,36.8624,105.9915,China
Santa Pola,Santa Pola,38.1897,-0.5556,Spain
La Macarena,La Macarena,2.1828,-73.7847,Colombia
Köneürgench,Koneurgench,42.3333,59.15,Turkmenistan
Dargaz,Dargaz,37.4444,59.1081,Iran
Mbulu,Mbulu,-3.85,35.55,Tanzania
Chippenham,Chippenham,51.459,-2.116,United Kingdom
Kambove,Kambove,-10.8764,26.5969,Congo (Kinshasa)
Danihe,Danihe,39.8489,119.421,China
Tucker,Tucker,33.8436,-84.2024,United States
Esik,Esik,43.35,77.4667,Kazakhstan
Las Navas,Las Navas,12.34,125.032,Philippines
Pūrna,Purna,19.18,77.05,India
Araçuaí,Aracuai,-16.85,-42.07,Brazil
Namlea,Namlea,-3.25,127.0833,Indonesia
Brant,Brant,43.1167,-80.3667,Canada
Huzūrnagar,Huzurnagar,16.9,79.8833,India
Cloppenburg,Cloppenburg,52.85,8.05,Germany
Esquel,Esquel,-42.9,-71.3167,Argentina
Cantanhede,Cantanhede,40.3462,-8.5941,Portugal
Cambrils,Cambrils,41.067,1.0564,Spain
Castricum,Castricum,52.55,4.6667,Netherlands
Franklin,Franklin,42.8854,-88.0104,United States
Oakton,Oakton,38.8887,-77.3016,United States
Zhetisay,Zhetisay,40.7753,68.3272,Kazakhstan
Kulp,Kulp,38.5017,41.0117,Turkey
Pinerolo,Pinerolo,44.8873,7.3319,Italy
Maur,Maur,30.0833,75.25,India
Belalcázar,Belalcazar,2.6547,-75.9928,Colombia
Neiba,Neiba,18.49,-71.42,Dominican Republic
Coesfeld,Coesfeld,51.95,7.1667,Germany
Kinel,Kinel,53.2222,50.6333,Russia
Bulicun,Bulicun,24.3657,116.2726,China
Guápiles,Guapiles,10.207,-83.8581,Costa Rica
Kodaikānal,Kodaikanal,10.23,77.48,India
Shirdi,Shirdi,19.77,74.48,India
Natick,Natick,42.2847,-71.3497,United States
Uddevalla,Uddevalla,58.35,11.9167,Sweden
Santa Cruz Verapaz,Santa Cruz Verapaz,15.3736,-90.4306,Guatemala
Haomen,Haomen,37.376,101.6173,China
Lewiston,Lewiston,44.0915,-70.1681,United States
Bindé,Binde,11.75,-1.1,Burkina Faso
Lakeshore,Lakeshore,42.2399,-82.6511,Canada
Montluçon,Montlucon,46.3408,2.6033,France
Songo,Songo,-15.6142,32.7709,Mozambique
Sholinghur,Sholinghur,13.12,79.42,India
Dinas,Dinas,7.6161,123.3378,Philippines
Tocancipá,Tocancipa,4.9657,-73.9136,Colombia
South Valley,South Valley,35.0093,-106.6819,United States
Nuoro,Nuoro,40.3167,9.3333,Italy
Limburg,Limburg,50.3833,8.0667,Germany
Ekpé,Ekpe,6.4,2.5333,Benin
‘Afrīn,`Afrin,36.5083,36.8692,Syria
Dashtobod,Dashtobod,40.1269,68.4944,Uzbekistan
Beloit,Beloit,42.523,-89.0184,United States
Upper Arlington,Upper Arlington,40.0272,-83.0704,United States
Innisfil,Innisfil,44.3,-79.5833,Canada
Chandanais,Chandanais,22.2,92.0083,Bangladesh
Barra Bonita,Barra Bonita,-22.4947,-48.5581,Brazil
Mingjian,Mingjian,23.851,120.6775,Taiwan
Francavilla Fontana,Francavilla Fontana,40.5333,17.5833,Italy
Voerde,Voerde,51.6,6.6833,Germany
Şile,Sile,41.1764,29.6128,Turkey
Gasan,Gasan,13.3167,121.85,Philippines
Taastrup,Taastrup,55.65,12.3,Denmark
Masasi,Masasi,-10.7296,38.7999,Tanzania
Nargund,Nargund,15.72,75.38,India
Águilas,Aguilas,37.4042,-1.5819,Spain
São Paulo de Olivença,Sao Paulo de Olivenca,-3.45,-68.95,Brazil
Kharagpur,Kharagpur,25.1245,86.5558,India
Villajoyosa,Villajoyosa,38.5053,-0.2328,Spain
DeLand,DeLand,29.0225,-81.2875,United States
Mamfe,Mamfe,5.7667,9.2833,Cameroon
Kaniama,Kaniama,-7.5696,24.17,Congo (Kinshasa)
Arroyomolinos,Arroyomolinos,40.2667,-3.9,Spain
Aparecida,Aparecida,-22.8472,-45.23,Brazil
Simbahan,Simbahan,6.3,120.5833,Philippines
Wildomar,Wildomar,33.6173,-117.2582,United States
Emsdetten,Emsdetten,52.1728,7.5344,Germany
Cassino,Cassino,41.5,13.8333,Italy
Nueve de Julio,Nueve de Julio,-35.45,-60.8833,Argentina
Santa Helena de Goiás,Santa Helena de Goias,-17.8139,-50.5969,Brazil
San Juan Cotzal,San Juan Cotzal,15.4353,-91.0356,Guatemala
San Miguel Acatán,San Miguel Acatan,15.7,-91.6167,Guatemala
Ma‘alot Tarshīḥā,Ma`alot Tarshiha,33.0167,35.2708,Israel
Selçuk,Selcuk,37.95,27.3667,Turkey
Camamu,Camamu,-13.945,-39.1039,Brazil
Mühlhausen,Muhlhausen,51.2167,10.45,Germany
Sonsón,Sonson,5.7097,-75.3108,Colombia
Sanok,Sanok,49.55,22.2167,Poland
Pakribarawān,Pakribarawan,24.954,85.7376,India
Zaventem,Zaventem,50.8833,4.4667,Belgium
Huehuetán,Huehuetan,15,-92.4333,Mexico
Aketao,Aketao,39.1468,75.9411,China
Jalārpet,Jalarpet,12.5703,78.5732,India
Estahbān,Estahban,29.1267,54.0422,Iran
Careiro,Careiro,-3.7678,-60.3689,Brazil
Dama,Dama,30.5009,120.3413,China
Taguasco,Taguasco,22.005,-79.265,Cuba
Cabanglasan,Cabanglasan,8.0772,125.2992,Philippines
Uto,Uto,32.6828,130.6669,Japan
Saint-Raphaël,Saint-Raphael,43.4252,6.7684,France
Yorktown,Yorktown,41.2727,-73.8092,United States
Kotma,Kotma,23.2038,81.979,India
Udhampur,Udhampur,32.916,75.1419,India
Sankt Ingbert,Sankt Ingbert,49.3,7.1167,Germany
Isla de Maipo,Isla de Maipo,-33.75,-70.9,Chile
Petit-Trou de Nippes,Petit-Trou de Nippes,18.5333,-73.5167,Haiti
Banaz,Banaz,38.7333,29.75,Turkey
Morohongō,Morohongo,35.9415,139.316,Japan
Nyaungdon,Nyaungdon,17.0461,95.6374,Myanmar
Kerava,Kerava,60.4,25.1,Finland
Dagami,Dagami,11.0611,124.9031,Philippines
La Vallée de Jacmel,La Vallee de Jacmel,18.2667,-72.6667,Haiti
Morecambe,Morecambe,54.073,-2.87,United Kingdom
Farafenni,Farafenni,13.5667,-15.6,The Gambia
Rapu-Rapu,Rapu-Rapu,13.1833,124.1333,Philippines
Princeton,Princeton,25.5396,-80.3971,United States
Rende,Rende,39.3333,16.1833,Italy
Jasło,Jaslo,49.7478,21.4714,Poland
Narsampet,Narsampet,17.9285,79.8925,India
San Pablo,San Pablo,7.4825,-73.925,Colombia
Yahyalı,Yahyali,38.1,35.3608,Turkey
Kurtalan,Kurtalan,37.9261,41.7003,Turkey
Capalonga,Capalonga,14.3314,122.4928,Philippines
Oeiras,Oeiras,-7.025,-42.1308,Brazil
São Miguel d’Oeste,Sao Miguel d'Oeste,-26.725,-53.5178,Brazil
Santiago Juxtlahuaca,Santiago Juxtlahuaca,17.3333,-98.0167,Mexico
Bronkhorst,Bronkhorst,52.0833,6.1833,Netherlands
Czechowice-Dziedzice,Czechowice-Dziedzice,49.9131,19.0064,Poland
Vempalle,Vempalle,14.3667,78.4667,India
Andover,Andover,42.6466,-71.1651,United States
Wai,Wai,17.95,73.89,India
Mahna,Mahna,30.228,74.9937,India
San Bernardo del Viento,San Bernardo del Viento,9.35,-75.95,Colombia
Rifu,Rifu,38.3303,140.9759,Japan
Claremont,Claremont,34.1259,-117.7153,United States
Medchal,Medchal,17.6297,78.4814,India
Siayan,Siayan,8.2517,123.1144,Philippines
Garhākota,Garhakota,23.7791,79.1432,India
Central Islip,Central Islip,40.7836,-73.1945,United States
Georgetown,Georgetown,38.2247,-84.5487,United States
Pandan,Pandan,11.7206,122.0961,Philippines
Chelmsford,Chelmsford,42.6,-71.3631,United States
Pingshang,Pingshang,23.3974,115.8842,China
Oak Creek,Oak Creek,42.8803,-87.9009,United States
Anloga,Anloga,5.7919,0.9003,Ghana
Commack,Commack,40.8435,-73.2833,United States
Andújar,Andujar,38.0392,-4.0506,Spain
Bad Vilbel,Bad Vilbel,50.1781,8.7361,Germany
San Carlos Sija,San Carlos Sija,14.9833,-91.55,Guatemala
Barira,Barira,7.4706,124.3561,Philippines
Smarhon’,Smarhon',54.4836,26.4,Belarus
Onteniente,Onteniente,38.8222,-0.6072,Spain
Mālpura,Malpura,26.28,75.38,India
Zhmerynka,Zhmerynka,49.05,28.1,Ukraine
Palapye,Palapye,-22.55,27.1333,Botswana
Bombardopolis,Bombardopolis,19.7,-73.3333,Haiti
Wokha,Wokha,26.1,94.27,India
Kalāleh,Kalaleh,37.3808,55.4917,Iran
Moorpark,Moorpark,34.2861,-118.8768,United States
Ban Mueang Na Tai,Ban Mueang Na Tai,19.5932,98.9618,Thailand
Ingelheim,Ingelheim,49.9747,8.0564,Germany
Tlokweng,Tlokweng,-24.6667,25.9667,Botswana
Aţ Ţurrah,At Turrah,32.6368,35.99,Jordan
Merrillville,Merrillville,41.4728,-87.3196,United States
Hellendoorn,Hellendoorn,52.3667,6.4667,Netherlands
Estero,Estero,26.4276,-81.7951,United States
Cumberland,Cumberland,41.9703,-71.4198,United States
Lunsar,Lunsar,8.6833,-12.5333,Sierra Leone
Augusta,Augusta,37.25,15.2167,Italy
Tomelloso,Tomelloso,39.1578,-3.0208,Spain
Zacatepec,Zacatepec,18.6833,-99.1833,Mexico
Ampasina-Maningory,Ampasina-Maningory,-17.2167,49.4167,Madagascar
Gutalac,Gutalac,7.9833,122.4,Philippines
Bautista,Bautista,15.8103,120.4756,Philippines
Al Jabāyish,Al Jabayish,30.9549,46.9751,Iraq
Tambolaka,Tambolaka,-9.4333,119.2333,Indonesia
Paiçandu,Paicandu,-23.4578,-52.0489,Brazil
Meyzieu,Meyzieu,45.7667,5.0036,France
Claveria,Claveria,9.5742,125.7328,Philippines
Avdiivka,Avdiivka,48.1333,37.75,Ukraine
Tarikere,Tarikere,13.7104,75.8122,India
Somma Vesuviana,Somma Vesuviana,40.8725,14.4369,Italy
Virú,Viru,-8.4143,-78.7524,Peru
Partūr,Partur,19.5911,76.2161,India
Roseville,Roseville,45.0155,-93.1545,United States
Vohipeno,Vohipeno,-17.1667,49.3,Madagascar
Canicattì,Canicatti,37.3667,13.85,Italy
Dunedin,Dunedin,28.0329,-82.7862,United States
Dietzenbach,Dietzenbach,50.0167,8.7833,Germany
San Antonio,San Antonio,13.9,121.3,Philippines
Cento,Cento,44.7333,11.2833,Italy
Sibuco,Sibuco,7.2928,122.0669,Philippines
Mokokchūng,Mokokchung,26.32,94.5,India
Rāmsar,Ramsar,36.9031,50.6583,Iran
Farmers Branch,Farmers Branch,32.9272,-96.8804,United States
Saparua,Saparua,-3.5749,128.647,Indonesia
Matanog,Matanog,7.4667,124.25,Philippines
Calumet City,Calumet City,41.6134,-87.5505,United States
Adrano,Adrano,37.6667,14.8333,Italy
Sarıgöl,Sarigol,38.2403,28.6989,Turkey
Itaitinga,Itaitinga,-3.9689,-38.5278,Brazil
Marion,Marion,40.5973,-83.1227,United States
Cativá,Cativa,9.36,-79.84,Panama
Conegliano,Conegliano,45.8868,12.2974,Italy
Jagna,Jagna,9.65,124.3667,Philippines
Kalakkādu,Kalakkadu,8.5138,77.5494,India
Dumbéa,Dumbea,-22.15,166.45,New Caledonia
Zvishavane,Zvishavane,-20.3333,30.0333,Zimbabwe
Segrate,Segrate,45.49,9.2953,Italy
Shiggaon,Shiggaon,14.991,75.223,India
Velasco Ibarra,Velasco Ibarra,-1.0439,-79.6383,Ecuador
Guayaramerín,Guayaramerin,-10.8,-65.3833,Bolivia
Pylaía,Pylaia,40.6,22.9833,Greece
Casiguran,Casiguran,12.8731,124.0081,Philippines
Porta Westfalica,Porta Westfalica,52.2167,8.9333,Germany
Itapicuru,Itapicuru,-11.3169,-38.2328,Brazil
Fraiburgo,Fraiburgo,-27.0258,-50.9208,Brazil
San Andrés Itzapa,San Andres Itzapa,14.6167,-90.85,Guatemala
Salinas,Salinas,-2.2167,-80.9501,Ecuador
Miyajima,Miyajima,33.15,130.4667,Japan
Addison,Addison,41.9313,-88.0085,United States
La Libertad,La Libertad,13.4833,-89.3167,El Salvador
Chortoq,Chortoq,41.0689,71.8153,Uzbekistan
Sinsheim,Sinsheim,49.25,8.8833,Germany
Chipinge,Chipinge,-20.2,32.62,Zimbabwe
Hole Narsipur,Hole Narsipur,12.7863,76.2433,India
Zhentang,Zhentang,21.8662,110.6996,China
Boyarka,Boyarka,70.767,97.5,Russia
Praya,Praya,-8.7223,116.2923,Indonesia
Geiro,Geiro,-6.1428,36.8694,Tanzania
San Lorenzo de Guayubín,San Lorenzo de Guayubin,19.62,-71.33,Dominican Republic
Farafangana,Farafangana,-22.8167,47.8167,Madagascar
Kamenka,Kamenka,53.1833,44.05,Russia
Winsen,Winsen,53.3667,10.2167,Germany
Belluno,Belluno,46.1403,12.2167,Italy
Winchester,Winchester,51.0632,-1.308,United Kingdom
Ambohibary,Ambohibary,-18.9,48.2333,Madagascar
Kakhovka,Kakhovka,46.8,33.4667,Ukraine
Chernyakhovsk,Chernyakhovsk,54.6347,21.8119,Russia
Prince Albert,Prince Albert,53.2,-105.75,Canada
Chītāpur,Chitapur,17.1201,77.0869,India
Setouchi,Setouchi,34.6667,134.1,Japan
Toretsk,Toretsk,48.3917,37.8733,Ukraine
Vyazniki,Vyazniki,56.25,42.1667,Russia
Leyland,Leyland,53.692,-2.697,United Kingdom
Kumo,Kumo,10.0431,11.2183,Nigeria
Six-Fours-les-Plages,Six-Fours-les-Plages,43.1009,5.82,France
Dayr Ḩāfir,Dayr Hafir,36.1569,37.7078,Syria
Sambir,Sambir,49.5167,23.2,Ukraine
Mengdong,Mengdong,23.1499,99.2462,China
Tallkalakh,Tallkalakh,34.6683,36.2597,Syria
Miranda de Ebro,Miranda de Ebro,42.6833,-2.9333,Spain
Ẕefat,Zefat,32.9658,35.4983,Israel
Sion,Sion,46.2333,7.3667,Switzerland
Prestea,Prestea,5.4333,-2.15,Ghana
Savanūr,Savanur,14.9731,75.3328,India
Karak,Karak,33.1167,71.0833,Pakistan
Santa Cruz,Santa Cruz,-6.2289,-36.0228,Brazil
Richmond,Richmond,39.8318,-84.8905,United States
Medina,Medina,8.9167,125.0167,Philippines
Estreito,Estreito,-6.5608,-47.4508,Brazil
Atami,Atami,35.096,139.0716,Japan
Kita Chauhāttar,Kita Chauhattar,25.677,84.872,India
Carrollwood,Carrollwood,28.0577,-82.5148,United States
Guacarí,Guacari,3.7667,-76.3333,Colombia
Kundian,Kundian,32.4522,71.4718,Pakistan
Umarga,Umarga,17.84,76.6217,India
Pak Chong,Pak Chong,14.6796,101.3976,Thailand
Várzea da Palma,Varzea da Palma,-17.5978,-44.7308,Brazil
Olney,Olney,39.1465,-77.0715,United States
Guimbal,Guimbal,10.6667,122.3167,Philippines
Usuki,Usuki,33.1333,131.8,Japan
Leganes,Leganes,10.7833,122.5833,Philippines
Berg en Dal,Berg en Dal,51.8167,5.9167,Netherlands
Sūrandai,Surandai,8.9773,77.4206,India
Vavatenina,Vavatenina,-17.4667,49.2,Madagascar
Isumi,Isumi,35.2539,140.3852,Japan
Uravakonda,Uravakonda,14.95,77.27,India
Teruel,Teruel,40.3456,-1.1065,Spain
Al Ḩişn,Al Hisn,32.4583,35.8583,Jordan
Svetlograd,Svetlograd,45.35,42.85,Russia
Santiago de Tolú,Santiago de Tolu,9.5333,-75.5833,Colombia
Santa Ana,Santa Ana,18.4589,122.1419,Philippines
Guane,Guane,22.2006,-84.0839,Cuba
Matanzas,Matanzas,18.2428,-70.4192,Dominican Republic
Burriana,Burriana,39.8894,-0.0925,Spain
Baraidih,Baraidih,25.9798,86.1434,India
Sochaczew,Sochaczew,52.2333,20.2333,Poland
Ouro Preto d’Oeste,Ouro Preto d'Oeste,-10.7481,-62.2158,Brazil
Pambujan,Pambujan,12.5667,124.9333,Philippines
Camiri,Camiri,-20.1,-63.5333,Bolivia
Zaidpur,Zaidpur,26.83,81.33,India
Orangevale,Orangevale,38.6881,-121.2209,United States
Macomia,Macomia,-12.2377,40.119,Mozambique
Imzouren,Imzouren,35.15,-3.85,Morocco
Balasan,Balasan,11.4728,123.0878,Philippines
Evergem,Evergem,51.0167,3.7,Belgium
Třebíč,Trebic,49.215,15.8817,Czechia
Shīyāli,Shiyali,11.239,79.736,India
Santa Fe,Santa Fe,11.15,123.8,Philippines
Boyarka,Boyarka,50.3292,30.2886,Ukraine
Cieszyn,Cieszyn,49.75,18.6333,Poland
Lixingcun,Lixingcun,23.0852,116.3666,China
Mendez-Nuñez,Mendez-Nunez,14.1286,120.9058,Philippines
Slagelse,Slagelse,55.4049,11.3531,Denmark
Pola,Pola,13.1439,121.44,Philippines
Gürpınar,Gurpinar,38.3269,43.4133,Turkey
Bedēsa,Bedesa,6.883,37.9329,Ethiopia
Câmara de Lobos,Camara de Lobos,32.6953,-16.9781,Portugal
Kilimli,Kilimli,41.4833,31.8333,Turkey
Garibaldi,Garibaldi,-29.2558,-51.5339,Brazil
Karoi,Karoi,-16.81,29.7,Zimbabwe
Dundee,Dundee,-28.1725,30.2314,South Africa
Haguenau,Haguenau,48.82,7.79,France
Ypané,Ypane,-25.45,-57.53,Paraguay
Lökbatan,Lokbatan,40.3272,49.73,Azerbaijan
Randallstown,Randallstown,39.3723,-76.8024,United States
Al ‘Aqīq,Al `Aqiq,20.2685,41.6493,Saudi Arabia
Usilampatti,Usilampatti,9.97,77.8,India
Bariri,Bariri,-22.0744,-48.7403,Brazil
Guskhara,Guskhara,23.4928,87.7347,India
Cha-am,Cha-am,12.7992,99.9683,Thailand
Riverhead,Riverhead,40.9408,-72.7095,United States
Schoten,Schoten,51.25,4.5,Belgium
Palmares,Palmares,10.0466,-84.4373,Costa Rica
Gahanna,Gahanna,40.0251,-82.8637,United States
Meridian,Meridian,32.3846,-88.6896,United States
Alatyr,Alatyr,54.85,46.5833,Russia
Nova Cruz,Nova Cruz,-6.4778,-35.4339,Brazil
Saint-Chamond,Saint-Chamond,45.4775,4.5153,France
Mörfelden-Walldorf,Morfelden-Walldorf,50,8.5833,Germany
Gladstone,Gladstone,-23.8427,151.2555,Australia
Minami-Bōsō,Minami-Boso,35.0432,139.84,Japan
Meppen,Meppen,52.6936,7.2928,Germany
Coevorden,Coevorden,52.6667,6.75,Netherlands
Dimitrovgrad,Dimitrovgrad,42.05,25.6,Bulgaria
Buhriz,Buhriz,33.7,44.6667,Iraq
Juban,Juban,12.8478,123.9894,Philippines
Karumattampatti,Karumattampatti,11.1093,77.182,India
Gigante,Gigante,2.3867,-75.5461,Colombia
Hamidiye,Hamidiye,40.0997,26.3967,Turkey
Tilingzhai,Tilingzhai,40.2353,118.5282,China
Yangambi,Yangambi,0.7675,24.4414,Congo (Kinshasa)
José Bonifácio,Jose Bonifacio,-21.0528,-49.6878,Brazil
Leer,Leer,53.2308,7.4528,Germany
Yerköy,Yerkoy,39.6381,34.4672,Turkey
Simiganj,Simiganj,38.6525,69.0064,Tajikistan
Douzhuang,Douzhuang,39.4323,116.0583,China
Toritama,Toritama,-8.0067,-36.0567,Brazil
La Porte,La Porte,29.6689,-95.0484,United States
Ōfunato,Ofunato,39.068,141.7252,Japan
Şaḩneh,Sahneh,34.4814,47.6908,Iran
La Troncal,La Troncal,-2.4,-79.33,Ecuador
Zorgo,Zorgo,12.25,-0.6167,Burkina Faso
Morong,Morong,14.68,120.2683,Philippines
Newton,Newton,8.3333,-13.0667,Sierra Leone
Guamá Abajo,Guama Abajo,19.9758,-76.41,Cuba
Quimbaya,Quimbaya,4.6333,-75.75,Colombia
Angra do Heroísmo,Angra do Heroismo,38.6558,-27.2153,Portugal
Ikot Abasi,Ikot Abasi,4.5704,7.56,Nigeria
